,id,title,overview,release_date,popularity,vote_average,vote_count
5554,72197,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",2012-03-12,19.537,6.446,1026
5555,27346,Maniac,"A psychotic man, troubled by his childhood abuse, loose in NYC, kills young women and local girl American models and takes their scalps as trophies.",1980-05-10,11.169,6.446,406
5556,8208,The Man Who Knew Too Much,"While vacationing in St. Moritz, a British couple receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.",1934-12-01,18.425,6.4,360
5557,5174,Rush Hour 3,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",2007-08-08,61.065,6.446,3033
5558,624860,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",2021-12-16,73.335,6.445,5317
5559,292431,Love,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.",2015-07-06,16.209,6.445,2352
5560,240832,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",2014-07-25,46.788,6.445,15473
5561,11359,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1995-07-14,19.928,6.445,590
5562,669671,Night Teeth,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",2021-10-20,26.017,6.446,730
5563,9681,Casanova,"With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love.",2005-12-25,19.29,6.444,843
5564,9422,A Civil Action,"Jan Schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything—including his career and his clients' goals—in order to continue the case against all odds.",1998-12-25,15.139,6.4,404
5565,374052,The Love Witch,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",2016-11-11,20.973,6.443,483
5566,329263,Suck Me Shakespeer 2,"Mr. Müller is not satisfied with his new work at the Goethe-Gesamtschule. The early getting up and correcting exams annoy him. Director Gerster wants to improve the image of the Goethe-Gesamtschule because she wants to be a symbol of the new company. To achieve this, she wants to take away the partnership from the Schillergymnasium with a Thai school. So, Mr. Müller, Mrs. Schnabelstedt and the 10b must go on a school trip to Thailand.",2015-09-10,7.557,6.443,902
5567,303858,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,2016-05-12,21.692,6.443,2822
5568,84355,Your Sister's Sister,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",2011-09-11,10.111,6.4,316
5569,20726,Little Giants,"When Danny O'Shea's daughter is cut from the Peewee football team just for being a girl, he decides to form his own team, composed of other ragtag players who were also cut. Can his team really learn enough to beat the elite team, coached by his brother, a former pro player?",1994-10-14,16.743,6.443,401
5570,11047,Asterix the Gaul,"In the year 50 BC, Gaul is occupied by the Romans - nearly. But the small village of Asterix and his friends still resists the Roman legions with the aid of their druid's magic potion, which gives superhuman strength. Learning of this potion, a Roman centurion kidnaps the druid to get the secret formula out of him.",1967-12-20,16.162,6.443,681
5571,520900,The Personal History of David Copperfield,"A fresh and distinctive take on Charles Dickens’ semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David’s journey is by turns hilarious and tragic, but always full of life, colour and humanity.",2019-11-07,21.347,6.442,439
5572,505026,Death on the Nile,Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.,2022-02-09,36.038,6.442,3378
5573,84306,Liberal Arts,"Newly single, 35, and uninspired by his job, Jesse Fisher worries that his best days are behind him. But no matter how much he buries his head in a book, life keeps pulling Jesse back. When his favorite college professor invites him to campus to speak at his retirement dinner, Jesse jumps at the chance. He is prepared for the nostalgia of the dining halls and dorm rooms, the parties and poetry seminars; what he doesn’t see coming is Zibby – a beautiful, precocious, classical-music-loving sophomore. Zibby awakens scary, exciting, long-dormant feelings of possibility and connection that Jesse thought he had buried forever.",2012-09-14,11.152,6.442,505
5574,18585,The Ramen Girl,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a râmen chef under a tyrannical Japanese master.",2008-02-08,12.69,6.442,318
5575,1085218,Darkland: The Return,"Seven years ago, Zaid went to war against the Copenhagen underworld to avenge his dead brother. His identity as a respected doctor of cardiology and life as a family man is but a fading dream, and in prison Zaid suffers the loss of his son Noah, whom he barely knows. When a police agent approaches Zaid and offers him a deal to be released in exchange for infiltrating the Copenhagen underworld, he sees his chance to reclaim the remnants of the family life he left behind. But everything has a price, and Zaid realizes that he has now seriously endangered his son's life. After all, once you become part of the underworld, is there any way out?",2023-04-13,36.538,6.442,398
5576,716258,Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",2020-10-06,12.814,6.441,497
5577,39102,Dragon Ball Z: Lord Slug,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,1991-03-19,31.157,6.441,482
5578,9618,Tango & Cash,"Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",1989-12-22,28.357,6.441,1782
5579,9593,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",1993-06-18,45.03,6.441,2540
5580,9403,Private Parts,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",1997-03-07,15.848,6.441,322
5581,630240,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",2021-07-14,63.216,6.44,1285
5582,266082,Girlhood,"Oppressed by her family setting, dead-end school prospects and the boys law in the neighborhood, Marieme starts a new life after meeting a group of three free-spirited girls. She changes her name, her dress code, and quits school to be accepted in the gang, hoping that this will be a way to freedom.",2014-10-22,11.321,6.44,358
5583,10761,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",2008-04-30,24.758,6.4,1586
5584,2207,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",2006-03-01,22.684,6.44,1842
5585,585378,After Yang,"When his young daughter's beloved companion — an android named Yang — malfunctions, Jake searches for a way to repair him. In the process, Jake discovers the life that has been passing in front of him, reconnecting with his wife and daughter across a distance he didn't know was there.",2022-03-04,20.697,6.439,353
5586,58235,Confessions of a Brazilian Call Girl,"Rachel is a girl, adopted by an upper middle class family, who rebelled at 17 and left her family and studies at a traditional college in Sao Paulo to become a sexy call girl. Shortly after starting work, she decided to write a blog about her experiences. Since some clients thought she looked like a surfer she adopted the name ""Surfistinha"" which means little surfer girl.",2011-02-25,16.827,6.439,452
5587,4421,G.I. Jane,"In response to political pressure from Senator Lillian DeHaven, the U.S. Navy begins a program that would allow for the eventual integration of women into its services. The program begins with a single trial candidate, Lieutenant Jordan O'Neil, who is chosen specifically for her femininity. O'Neil enters the grueling training program under the command of Master Chief John James Urgayle, who unfairly pushes O'Neil until her determination wins his respect.",1997-08-19,29.273,6.439,1565
5588,123553,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",2013-08-21,41.678,6.438,4342
5589,26285,Fantozzi Still Suffers,"After a hard day at work and a condominium-board meeting, accountant Ugo Fantozzi goes on a trip with his family. Unfortunately, he will face a nasty surprise upon his return.",1983-12-22,13.964,6.438,442
5590,9928,Robots,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",2005-03-10,49.595,6.438,4333
5591,8952,I Love You Phillip Morris,"Steven Russell leads a seemingly average life – an organ player in the local church, happily married to Debbie, and a member of the local police force. That is until he has a severe car accident that leads him to the ultimate epiphany: he’s gay and he’s going to live life to the fullest – even if he has to break the law to do it. Taking on an extravagant lifestyle, Steven turns to cons and fraud to make ends meet and is eventually sent to the State Penitentiary where he meets the love of his life, a sensitive, soft-spoken man named Phillip Morris. His devotion to freeing Phillip from jail and building the perfect life together prompts him to attempt (and often succeed at) one impossible con after another.",2010-02-04,19.945,6.438,1561
5592,553608,DJ Cinderella,"Cintia is modern princess, she's connected, decided and loves music. This ""pop"" princess used to live with their parents in a huge castle with a nice view to the city. Every night she looked through the window and watch the view dreaming with a prince she didn't met yet. But one day her castle crumbles with everything around her, after her parents divorce she went to live with her aunt and stops believing in love.  What she didn't knew was that there was a charming prince in her history, that wanted to break the ice around our modern day cinderella.",2019-02-28,16.317,6.437,318
5593,6081,Revenge of the Pink Panther,"Chief Inspector Jacques Clouseau is dead. At least that is what the world—and Charles Dreyfus—believe when a dead body is discovered in Clouseau's car after being shot off the road. Naturally, Clouseau knows differently and, taking advantage of not being alive, sets out to discover why an attempt was made on his life.",1978-01-08,18.818,6.437,387
5594,13465,The Adventures of Ichabod and Mr. Toad,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him.",1949-10-05,21.652,6.4,550
5595,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",2010-12-02,42.604,6.436,5348
5596,523172,Late Night,"A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.",2019-01-25,20.652,6.435,754
5597,411741,Ingrid Goes West,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",2017-08-11,23.177,6.435,909
5598,346685,The Girl on the Train,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",2016-10-05,43.313,6.435,5518
5599,157547,Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,2013-09-08,21.272,6.435,2803
5600,1406,City Slickers,"Three New York businessmen decide to take a ""Wild West"" vacation that turns out not to be the relaxing vacation they had envisioned.",1991-06-07,25.787,6.434,712
5601,395992,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",2017-03-22,46.403,6.434,6999
5602,84184,Celeste & Jesse Forever,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?",2012-08-03,11.215,6.4,441
5603,10288,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",2006-09-07,14.077,6.434,423
5604,2294,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",2001-08-22,17.499,6.434,1455
5605,1988,A Mighty Heart,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",2007-06-22,11.924,6.434,303
5606,109451,Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",2013-09-26,49.902,6.433,2993
5607,11894,Curly Sue,"Bill Dancer and his young companion Curly Sue are the classic homeless folks with hearts of gold. Their scams are aimed not at turning a profit, but at getting enough to eat. When they scam the rich and beautiful Grey Ellison into believing she backed her Mercedes into Bill, they're only hoping for a free meal. But Grey is touched, and over the objections of her snotty fiancé.",1991-10-25,23.443,6.433,504
5608,11596,New Nightmare,Cast and crew from earlier A Nightmare on Elm Street installments are terrorized by Freddy Krueger and his razor-fingered glove as he crosses over into the real world.,1994-10-13,59.047,6.429,1292
5609,10957,The Black Cauldron,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",1985-07-24,30.231,6.433,1193
5610,10540,Outland,"An honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him.",1981-05-22,19.032,6.433,561
5611,7873,Harsh Times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",2005-09-11,16.592,6.423,646
5612,49527,Man on a Ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",2012-01-13,24.558,6.432,2486
5613,14881,Joe Kidd,"A band of Mexicans find their U. S. land claims denied and all the records destroyed in a courthouse fire. Their leader, Louis Chama, encourages them to use force to regain their land. A wealthy landowner wanting the same decides to hire a gang of killers with Joe Kidd to track Chama.",1972-07-19,16.667,6.4,323
5614,5718,King of California,"Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.",2007-01-24,16.99,6.432,322
5615,5683,Pee-wee's Big Adventure,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",1985-07-26,18.103,6.4,718
5616,333484,The Magnificent Seven,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",2016-09-14,49.737,6.431,5676
5617,28032,Thumbelina,"Born of a flower and growing to only a couple of inches tall, poor Thumbelina is worried she'll never meet someone her own size, until she happens to catch the eye of Prince Cornelius of the Fairies. Just as soon as she finds love, however, it's torn away from her when she is kidnapped by Ms. Toad. Now Thumbelina has to escape Ms. Toad's grasp and search for Prince Cornelius. Luckily, there's a whole city of animals willing to help her.",1994-03-29,26.564,6.431,472
5618,10529,Outlander,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",2008-04-24,37.517,6.431,1182
5619,8224,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",1999-02-26,24.013,6.4,1869
5620,7300,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",1996-12-20,15.297,6.431,613
5621,836466,Return,"A single man has worked most of his life in a supermarket. One night, he unexpectedly meets with his father, and the two are faced with the question of the reasons for their separation.",2020-06-10,5.652,6.43,911
5622,582913,The Room,"Kate and Matt discover that a part of their house can grant wishes. In the wake of two miscarriages, what they want most is a child.",2019-09-12,15.506,6.43,870
5623,200,Star Trek: Insurrection,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",1998-12-11,31.238,6.4,1134
5624,403605,Headshot,"A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.",2016-09-24,14.781,6.429,413
5625,738646,Operation Christmas Drop,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",2020-11-05,19.255,6.428,521
5626,13193,Saved!,"Mary is a good Christian girl who goes to a good Christian high school where she has good Christian friends and a perfect Christian boyfriend. Her life seems perfect, until the day that she finds out that her boyfriend may be gay — and that she’s pregnant.",2004-06-11,14.254,6.428,439
5627,991,The Man Who Fell to Earth,"Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.",1976-03-18,18.559,6.428,485
5628,653598,Spree,"Desperate for an online following, a rideshare driver has figured out a deadly plan to go viral and he will stop at nothing to get his five minutes of fame.",2020-08-14,17.919,6.4,395
5629,449756,The Postcard Killings,"After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe.",2020-03-13,19.171,6.427,520
5630,435707,Skins,"In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",2017-06-09,15.8,6.427,493
5631,171,The Party 2,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,1982-12-08,13.6,6.427,603
5632,544431,The Clovehitch Killer,A picture-perfect family is torn apart after Tyler finds a cache of disturbing images in his father's possession. He begins to suspect that the man he trusts most in the world may be responsible for the murder of 13 women ten years prior.,2018-11-16,16.254,6.426,634
5633,531454,Eurovision Song Contest: The Story of Fire Saga,"Two small-town aspiring musicians chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",2020-06-26,13.737,6.426,1331
5634,184098,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",2014-06-20,17.843,6.426,530
5635,5125,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",2007-09-07,16.432,6.425,628
5636,571384,Come Play,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.",2020-10-28,19.186,6.426,621
5637,523607,Maestro,"A towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",2023-11-22,40.269,6.426,490
5638,450001,Master Z: Ip Man Legacy,"Following his defeat by Master Ip, Cheung Tin Chi tries to make a life with his young son in Hong Kong, waiting tables at a bar that caters to expats. But it's not long before the mix of foreigners, money, and triad leaders draw him once again to the fight.",2018-12-20,25.996,6.423,493
5639,397722,Thoroughbreds,"Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems.",2018-03-09,13.369,6.423,1081
5640,13249,Seraphim Falls,"The Civil War has ended, but Colonel Morsman Carver is on one final mission – to kill Gideon, no matter what it takes. Launched by a gunshot and propelled by rage, the relentless pursuit takes the two men through frigid snow-capped mountains and arid deserts, far from the comforts and codes of civilisation, into the bloodiest recesses of their own souls.",2007-01-26,20.638,6.423,523
5641,9975,Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",2006-02-10,22.925,6.423,478
5642,356298,Don't Think Twice,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",2016-07-22,9.872,6.422,364
5643,193610,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",2014-04-16,22.284,6.422,3416
5644,231,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",2005-11-23,24.133,6.422,1277
5645,429203,The Old Man & the Gun,"The true story of Forrest Tucker, from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public. Wrapped up in the pursuit are a detective, who becomes captivated with Forrest’s commitment to his craft, and a woman, who loves him in spite of his chosen profession.",2018-09-27,12.247,6.421,1327
5646,44147,Wild Target,"Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims. After sparing her life, he unexpectedly acquires a young apprentice. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client.",2010-06-17,21.346,6.421,670
5647,14055,Starter for 10,"In 1985, against the backdrop of Thatcherism, Brian Jackson enrolls in the University of Bristol, a scholarship boy from seaside Essex with a love of knowledge for its own sake and a childhood spent watching University Challenge, a college quiz show. At Bristol he tries out for the Challenge team and falls under the spell of Alice, a lovely blond with an extensive sexual past.",2006-09-13,18.119,6.421,375
5648,9679,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",2000-06-09,39.721,6.421,4172
5649,611207,The Knight Before Christmas,A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,2019-11-21,19.084,6.42,1065
5650,521029,Annabelle Comes Home,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",2019-06-26,51.815,6.42,3313
5651,286554,Two Night Stand,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",2014-09-26,22.652,6.42,1778
5652,14517,MirrorMask,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home.",2005-01-25,7.764,6.4,307
5653,11498,Dead Again,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",1991-08-23,34.63,6.42,350
5654,2046,The Gift,"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed.",2000-03-16,21.962,6.42,1102
5655,575774,His House,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",2020-01-27,16.428,6.413,1021
5656,320588,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,2015-11-27,15.249,6.419,458
5657,95610,Bridget Jones's Baby,"After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.",2016-09-14,23.337,6.419,2794
5658,72105,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",2012-06-29,74.426,6.42,11850
